426,에스원,서울 중구 순화동,보안시스템 서비스업,3500,2700,서울
083,KDB생명보험,서울 서대문구 충정로2가,생명 보험업,4200,2698,서울
005,현대위아,경남 창원시 성산구 가음정동 391-8,그외 기타 자동차 부품 제조업,5450,2674,경남
974,삼동,충북 음성군 대소면 삼호리 산39,기타 절연선 및 케이블 제조업,2600,2673,충북
252,고려해운,서울 중구 남대문로2가 118 한진빌딩 15층,외항 화물 운송업,3800,2664,서울
253,CJ그룹,서울 중구 남대문로 5가 500번지 CJ빌딩,기타사업자,3800,2617,서울
028,한국투자증권,서울 영등포구 여의도동 27-1,증권 중개업,4760,2608,서울
811,대교,서울 관악구 보라매동 729-21 대교타워,교과서 및 학습서적 출판업,2960,2592,서울
491,팬택,서울 마포구 상암동 디엠씨구역 아이2블럭 팬택계열알앤디센터,이동전화기 제조업,3410,2588,서울
033,메리츠화재,서울 강남구 역삼1동 825-2 메리츠타워,손해 보험업,4633,2534,서울
365,한국기계산업진흥회기술교육원,충남 천안시 동남구 병천면,협회·단체,3600,2506,충남
556,한국에프엠,충남 연기군 동면 응암리 666-8,자동차용 동력전달장치 제조업,3300,2500,충남
427,현대씨앤알,서울 중구 명동2가 92-3 현대해상화재보험빌딩 15층,사업시설 유지관리?서비스업,3500,2488,서울
142,LG하우시스,서울 영등포구 여의도동 국제금융로 10 국제금융센터(One IFC),건축자재 장식자재 외,4000,2483,서울
254,CJ제일제당,서울 중구 남내문로 5가 500,식품제조 및 유통,3800,2477,서울
428,엔와이케이라인코리아,서울 중구 남대문로5가 84-11 연세세브란스빌딩 22층,화물운송 중개 대리 및 관련서비스업,3500,2441,서울
320,태광산업,서울 중구 장충동2가 162-1,화학섬유 방적업,3700,2400,서울
118,삼성SDS,서울 강남구 역삼2동 707-19 일옥빌딩,시스템 소프트웨어 개발 및 공급업,4050,2380,서울
